file,patch_number,block,patch_length,patch_position,n_trials,beta_power_avg,frontal_asymmetry,aperiodic_exponent_avg,aperiodic_offset_avg,central_freq_avg
47131_processed.fif,9,post-stress,6,early,2,1.718753281455739e-13,0.4892701874728722,1.4709563894915476,-11.57928096125005,26.54535897755045
47131_processed.fif,9,post-stress,6,mid,2,1.9651554088784917e-13,0.4700942245382702,1.7046441554504503,-11.172713071060246,24.187597920390026
47131_processed.fif,9,post-stress,6,late,2,1.5543491298884128e-13,0.4792658951376847,1.391282728210851,-11.702258854004207,21.18122602285424
47131_processed.fif,9,post-stress,6,leave,1,2.2047645765267247e-13,0.08781670700780353,0.9601888881094234,-12.268669674236909,27.292936893766477
47131_processed.fif,10,post-stress,8,early,3,2.0327991850714875e-13,0.1813211397100384,1.226744399205337,-11.890787733336694,26.8037110881876
47131_processed.fif,10,post-stress,8,mid,3,2.0777891657481845e-13,0.167601354205433,1.3847776479433085,-11.615867111176717,28.13927073580385
47131_processed.fif,10,post-stress,8,late,2,2.146722986249197e-13,0.1999007132318642,1.7163968546238149,-11.235757650956586,31.577885335371114
47131_processed.fif,10,post-stress,8,leave,1,2.218522941709017e-13,0.26156370891139247,1.0647702663989076,-12.140577005893162,26.349388023489535
47131_processed.fif,11,post-stress,7,early,3,2.415400767399001e-13,0.11854050352095769,1.5750032287845794,-11.363774050996641,32.79191870940144
47131_processed.fif,11,post-stress,7,mid,2,1.956156673769861e-13,0.4950391390535387,1.0504371561454353,-12.171703999286432,26.097293477750583
47131_processed.fif,11,post-stress,7,late,2,2.111773174279244e-13,0.23399888998648777,1.619857836642613,-11.32122587547336,26.044184938804257
47131_processed.fif,11,post-stress,7,leave,1,1.9473337543787177e-13,0.7283723686697101,1.3239057344591554,-11.788167770993377,23.170778215661667
47131_processed.fif,12,post-stress,7,early,3,1.961668711839264e-13,-0.0019080530225264643,1.4445749373204668,-11.610216866522954,25.28823871850186
47131_processed.fif,12,post-stress,7,mid,2,1.8581807049024165e-13,0.30190621585435373,1.6072130637406934,-11.391089973047546,22.93437020790853
47131_processed.fif,12,post-stress,7,late,2,1.8207941204942666e-13,0.10856871107179877,1.4775192547282736,-11.578307594724642,26.11466169296743
47131_processed.fif,12,post-stress,7,leave,1,1.9627514831163107e-13,0.21364379907584308,1.039545567735807,-12.187643045822469,20.946292268818976
47131_processed.fif,13,post-stress,7,early,3,1.846515833958048e-13,0.4130528156780014,1.3044025997998956,-11.830680570690491,26.467357371291893
47131_processed.fif,13,post-stress,7,mid,2,1.4848496400964458e-13,0.49882350070214976,1.5642880097960377,-11.483420342942036,27.286169375612204
47131_processed.fif,13,post-stress,7,late,2,1.9979418182683452e-13,0.5443222388835043,1.6176806747383483,-11.350195534764195,30.994575615280727
47131_processed.fif,13,post-stress,7,leave,1,1.6742065575780667e-13,0.6245496471684611,1.0692048857776895,-12.204250004548035,23.055936154518566
47131_processed.fif,14,post-stress,9,early,3,1.5322880105521108e-13,0.35050824930497154,1.2548827079278213,-11.907604655712595,25.625715685323257
47131_processed.fif,14,post-stress,9,mid,3,1.6057811456052703e-13,0.24942971899362712,1.1150648678036763,-12.107913411134561,24.675269854144204
47131_processed.fif,14,post-stress,9,late,3,1.5819698155713003e-13,0.08792644212303458,1.336153011740068,-11.82083187536768,28.734537562421078
47131_processed.fif,14,post-stress,9,leave,1,1.6559736082622448e-13,0.34504123438381384,1.1010328156187672,-12.174118986658524,25.54398688478269
47131_processed.fif,15,post-stress,11,early,4,1.4563452940352231e-13,0.5223206907987006,1.7286277223204947,-11.24891074082084,29.909672723931315
